GM_PONTO;CD_GEOCODIGO;TIPO;CD_GEOCODSD;NM_SUBDISTRITO;CD_GEOCODDS;NM_DISTRITO;CD_GEOCODMU;NM_MUNICIPIO;NM_MICRO;NM_MESO;NM_UF;CD_NIVEL;CD_CATEGORIA;NM_CATEGORIA;NM_LOCALIDADE;LONG;LAT;ALT
;291240015000003;RURAL;29124001500;;291240015;LAGOA GRANDE;2912400;IBIPEBA;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00008;POVOADO;RECIFE;-42,16769051;-11,67054184;747,02244
;291240020000001;URBANO;29124002000;;291240020;MIRORÓS;2912400;IBIPEBA;IRECÊ;CENTRO NORTE BAIANO;BAHIA;2;20;VILA;MIRORÓS;-42,31853948;-11,44172925;482,911969
;291250905000001;URBANO;29125090500;;291250905;IBIPITANGA;2912509;IBIPITANGA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;1;05;CIDADE;IBIPITANGA;-42,49122874;-12,87910615;498,783344
;291250905000011;RURAL;29125090500;;291250905;IBIPITANGA;2912509;IBIPITANGA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00001;POVOADO;ALVINÓPOLIS;-42,31783092;-12,82444697;567,275994
;291250905000021;RURAL;29125090500;;291250905;IBIPITANGA;2912509;IBIPITANGA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00002;POVOADO;ALTO DE SÃO FRANCISCO;-42,21707886;-12,9769399;603,678771
;291250905000022;RURAL;29125090500;;291250905;IBIPITANGA;2912509;IBIPITANGA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00003;POVOADO;SACO DE FOGO;-42,35515831;-13,02873593;528,369686
;291260805000001;URBANO;29126080500;;291260805;IBIQUERA;2912608;IBIQUERA;ITABERABA;CENTRO NORTE BAIANO;BAHIA;1;05;CIDADE;IBIQUERA;-40,935421;-12,64992861;561,334088
;291260805000005;RURAL;29126080500;;291260805;IBIQUERA;2912608;IBIQUERA;ITABERABA;CENTRO NORTE BAIANO;BAHIA;4;00001;PROJETO DE ASSENTAMENTO;AGROVILA DO PA SANTA CLARA;-40,95663504;-12,57743149;694,147639
;291260805000013;RURAL;29126080500;;291260805;IBIQUERA;2912608;IBIQUERA;ITABERABA;CENTRO NORTE BAIANO;BAHIA;4;00002;PROJETO DE ASSENTAMENTO;AGROVILA DO PA BARRA VERDE;-40,81403137;-12,74893067;658,529181
;291260805000014;RURAL;29126080500;;291260805;IBIQUERA;2912608;IBIQUERA;ITABERABA;CENTRO NORTE BAIANO;BAHIA;4;00003;PROJETO DE ASSENTAMENTO;AGROVILA DO PA FAZENDA MUNDURÍ;-40,85540257;-12,6439289;585,913689
;291270705000001;URBANO;29127070500;;291270705;IBIRAPITANGA;2912707;IBIRAPITANGA;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;1;05;CIDADE;IBIRAPITANGA;-39,37446653;-14,1650325;98,345331
;291270705000012;RURAL;29127070500;;291270705;IBIRAPITANGA;2912707;IBIRAPITANGA;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00002;POVOADO;CAMAMUZINHO;-39,51298064;-14,22055967;100,738452
;291270705000018;RURAL;29127070500;;291270705;IBIRAPITANGA;2912707;IBIRAPITANGA;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00003;POVOADO;ITAMARATI;-39,43318609;-14,01913021;154,762466
;291270705000029;RURAL;29127070500;;291270705;IBIRAPITANGA;2912707;IBIRAPITANGA;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00001;POVOADO;NOVO HORIZONTE;-39,39268415;-14,0765112;135,974711
;291280605000001;URBANO;29128060500;;291280605;IBIRAPUÃ;2912806;IBIRAPUÃ;PORTO SEGURO;SUL BAIANO;BAHIA;1;05;CIDADE;IBIRAPUÃ;-40,10630941;-17,68419714;145,182767
;291280605000011;RURAL;29128060500;;291280605;IBIRAPUÃ;2912806;IBIRAPUÃ;PORTO SEGURO;SUL BAIANO;BAHIA;3;00001;POVOADO;PORTELA;-39,97622342;-17,7774454;132,468685
;291280605000015;RURAL;29128060500;;291280605;IBIRAPUÃ;2912806;IBIRAPUÃ;PORTO SEGURO;SUL BAIANO;BAHIA;3;00002;POVOADO;CAPIXABA;-40,18378077;-17,71704986;245,864405
;291290505000001;URBANO;29129050500;;291290505;IBIRATAIA;2912905;IBIRATAIA;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;1;05;CIDADE;IBIRATAIA;-39,64091889;-14,06726908;149,265693
;291290510000001;URBANO;29129051000;;291290510;ALGODÃO;2912905;IBIRATAIA;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;10;VILA;ALGODÃO;-39,62440774;-13,9333175;170,962312
;291300205000001;URBANO;29130020500;;291300205;IBITIARA;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;1;05;CIDADE;IBITIARA;-42,21329432;-12,6455137;918,593351
;291300205000004;RURAL;29130020500;;291300205;IBITIARA;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00005;POVOADO;CAIMBONGO;-42,23954431;-12,67230128;913,859433
;291300205000007;RURAL;29130020500;;291300205;IBITIARA;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00010;POVOADO;AGUADA;-42,20386055;-12,71844453;891,860985
;291300205000010;RURAL;29130020500;;291300205;IBITIARA;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00014;POVOADO;NOS CONVÉM;-42,2093605;-12,67209384;910,514286
;291300208000001;URBANO;29130020800;;291300208;MOCAMBO;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;2;08;VILA;MOCAMBO;-42,32654352;-12,7024934;572,146236
;291300208000004;RURAL;29130020800;;291300208;MOCAMBO;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00001;POVOADO;BELA VISTA;-42,51460915;-12,70529657;481,690197
;291300208000007;RURAL;29130020800;;291300208;MOCAMBO;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00012;POVOADO;CALDEIRÃO;-42,4414354;-12,51203922;505,203224
;291300208000015;RURAL;29130020800;;291300208;MOCAMBO;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00013;POVOADO;CACHOEIRA;-42,63379062;-12,58485157;462,031223
;291300210000001;URBANO;29130021000;;291300210;OLHOS D'ÁGUA DO SECO;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;2;10;VILA;OLHOS D'ÁGUA DO SECO;-42,11670357;-12,54273656;958,460112
;291300210000004;RURAL;29130021000;;291300210;OLHOS D'ÁGUA DO SECO;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00002;POVOADO;SANTA QUITÉRIA;-42,07420012;-12,67524814;1091,012204
;291300210000008;RURAL;29130021000;;291300210;OLHOS D'ÁGUA DO SECO;2913002;IBITIARA;BOQUIRA;CENTRO SUL BAIANO;BAHIA;3;00003;POVOADO;LAGOA DE DIONÍSIO;-42,22371751;-12,45972224;874,665807
;291310105000001;URBANO;29131010500;;291310105;IBITITÁ;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;1;05;CIDADE;IBITITÁ;-41,97515215;-11,55277072;786,1015
;291310105000007;RURAL;29131010500;;291310105;IBITITÁ;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00006;POVOADO;PEDRA LISA;-41,95242262;-11,57432958;795,914633
;291310105000010;RURAL;29131010500;;291310105;IBITITÁ;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00010;POVOADO;LAJEDÃO;-41,90098685;-11,55182151;803,629121
;291310105000011;RURAL;29131010500;;291310105;IBITITÁ;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00012;POVOADO;RECIFE DO LINO;-41,84525733;-11,5689674;790,835107
;291310105000012;RURAL;29131010500;;291310105;IBITITÁ;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00007;POVOADO;RECIFE DOS CARDOSO;-41,90232354;-11,59108895;786,692849
;291310105000014;RURAL;29131010500;;291310105;IBITITÁ;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00013;POVOADO;BOA VISTA;-41,94824351;-11,5378599;796,168292
;291310120000001;URBANO;29131012000;;291310120;CANOÃO;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;2;20;VILA;CANOÃO;-42,00962419;-11,4975305;763,524544
;291310120000004;RURAL;29131012000;;291310120;CANOÃO;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00002;POVOADO;CALDEIRÃO DA GIA;-41,98405679;-11,46103066;699,505581
;291310120000005;RURAL;29131012000;;291310120;CANOÃO;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00003;POVOADO;CIRCO;-41,97147945;-11,44455988;682,105893
;291310120000007;RURAL;29131012000;;291310120;CANOÃO;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00004;POVOADO;MATA VERDE;-41,96165576;-11,41593235;662,141509
;291310120000009;RURAL;29131012000;;291310120;CANOÃO;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00016;POVOADO;MATINHA DE BRITO;-41,98044957;-11,38487884;701,528347
;291310130000001;URBANO;29131013000;;291310130;FEIRA NOVA;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;2;30;VILA;FEIRA NOVA;-41,87164904;-11,70825773;723,092189
;291310130000004;RURAL;29131013000;;291310130;FEIRA NOVA;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00011;POVOADO;LAGOA DO LEITE;-41,85919837;-11,63636798;766,186648
;291310130000006;RURAL;29131013000;;291310130;FEIRA NOVA;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00014;POVOADO;IRECEZINHO;-41,76910461;-11,67672589;708,28049
;291310130000007;RURAL;29131013000;;291310130;FEIRA NOVA;2913101;IBITITÁ;IRECÊ;CENTRO NORTE BAIANO;BAHIA;3;00015;POVOADO;LAGOA DOS BATATAS;-41,81449837;-11,65325984;747,363506
;291320005000001;URBANO;29132000500;;291320005;IBOTIRAMA;2913200;IBOTIRAMA;BARRA;VALE SÃO-FRANCISCANO DA BAHIA;BAHIA;1;05;CIDADE;IBOTIRAMA;-43,21869626;-12,18401357;427,851968
;291320005000019;RURAL;29132000500;;291320005;IBOTIRAMA;2913200;IBOTIRAMA;BARRA;VALE SÃO-FRANCISCANO DA BAHIA;BAHIA;3;00001;POVOADO;CANABRAVA;-43,11027353;-12,20839501;469,911586
;291320005000026;RURAL;29132000500;;291320005;IBOTIRAMA;2913200;IBOTIRAMA;BARRA;VALE SÃO-FRANCISCANO DA BAHIA;BAHIA;5;00004;ALDEIA INDÍGENA;ALDEIA INDÍGENA TUXÁ;-43,25518336;-12,08559989;425,502229
;291320005000030;RURAL;29132000500;;291320005;IBOTIRAMA;2913200;IBOTIRAMA;BARRA;VALE SÃO-FRANCISCANO DA BAHIA;BAHIA;3;00005;POVOADO;CANTINHO;-43,20654296;-12,21134985;423,472217
;291320010000001;URBANO;29132001000;;291320010;BOA VISTA DO LAGAMAR;2913200;IBOTIRAMA;BARRA;VALE SÃO-FRANCISCANO DA BAHIA;BAHIA;2;10;VILA;BOA VISTA DO LAGAMAR;-43,2960608;-11,83129973;419,713311
;291320010000004;RURAL;29132001000;;291320010;BOA VISTA DO LAGAMAR;2913200;IBOTIRAMA;BARRA;VALE SÃO-FRANCISCANO DA BAHIA;BAHIA;3;00003;POVOADO;LAGAMAR;-43,29691597;-11,86579504;416,585554
;291330905000001;URBANO;29133090500;;291330905;ICHU;2913309;ICHU;SERRINHA;NORDESTE BAIANO;BAHIA;1;05;CIDADE;ICHU;-39,18871631;-11,75524987;286,757399
;291330905000009;RURAL;29133090500;;291330905;ICHU;2913309;ICHU;SERRINHA;NORDESTE BAIANO;BAHIA;3;00001;POVOADO;CASA NOVA;-39,22585453;-11,77267447;234,648669
;291340805000001;URBANO;29134080500;;291340805;IGAPORÃ;2913408;IGAPORÃ;GUANAMBI;CENTRO SUL BAIANO;BAHIA;1;05;CIDADE;IGAPORÃ;-42,71787981;-13,76797648;783,342666
;291340805000023;RURAL;29134080500;;291340805;IGAPORÃ;2913408;IGAPORÃ;GUANAMBI;CENTRO SUL BAIANO;BAHIA;3;00001;POVOADO;ALTAMIRA;-42,80086613;-13,98815179;520,62984
;291340805000024;RURAL;29134080500;;291340805;IGAPORÃ;2913408;IGAPORÃ;GUANAMBI;CENTRO SUL BAIANO;BAHIA;3;00002;POVOADO;CANABRAVA;-42,72787175;-13,91343702;581,696868
;291340805000025;RURAL;29134080500;;291340805;IGAPORÃ;2913408;IGAPORÃ;GUANAMBI;CENTRO SUL BAIANO;BAHIA;3;00004;POVOADO;TAMBORIL;-42,71792277;-13,95111317;783,408567
;291340805000026;RURAL;29134080500;;291340805;IGAPORÃ;2913408;IGAPORÃ;GUANAMBI;CENTRO SUL BAIANO;BAHIA;3;00003;POVOADO;CERQUINHA;-42,58127594;-13,83819899;834,505365
;291345705000001;URBANO;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;1;05;CIDADE;IGRAPIÚNA;-39,1400808;-13,82040244;12,0868
;291345705000004;RURAL;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;3;00012;POVOADO;PESCARIA;-39,09668379;-13,75507032;0
;291345705000009;RURAL;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;3;00013;NÚCLEO;VILA 3;-39,16049357;-13,82019646;26,831583
;291345705000012;RURAL;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;3;00007;NÚCLEO;VILA 4;-39,1551314;-13,77551787;24,85709
;291345705000017;RURAL;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;3;00010;NÚCLEO;VILA CANÁRIA;-39,21101417;-13,86913945;137,33375
;291345705000020;RURAL;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;4;00011;PROJETO DE ASSENTAMENTO;AGROVILA DO PA MATA DO SOSSEGO;-39,2966078;-13,93152106;274,055592
;291345705000022;RURAL;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;3;00014;POVOADO;LIMEIRA 2;-39,13680351;-13,87847242;22,546236
;291345705000023;RURAL;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;4;00016;PROJETO DE ASSENTAMENTO;AGROVILA DO PA LIMOEIRO;-39,25452434;-13,93120856;247,71783
;291345705000025;RURAL;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;3;00015;POVOADO;LIMEIRA 3;-39,13801274;-13,89002508;28,340729
;291345705000027;RURAL;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;3;00017;POVOADO;TIMBUCA;-39,05645899;-13,80926824;10,749212
;291345705000028;URBANO;29134570500;;291345705;IGRAPIÚNA;2913457;IGRAPIÚNA;VALENÇA;SUL BAIANO;BAHIA;6;001;AUI;ILHA DO CONTRATO;-39,00893602;-13,85554242;5,485088
;291350705000001;URBANO;29135070500;;291350705;IGUAÍ;2913507;IGUAÍ;VITÓRIA DA CONQUISTA;CENTRO SUL BAIANO;BAHIA;1;05;CIDADE;IGUAÍ;-40,09751345;-14,75796253;442,606953
;291350710000001;URBANO;29135071000;;291350710;IGUAIBI;2913507;IGUAÍ;VITÓRIA DA CONQUISTA;CENTRO SUL BAIANO;BAHIA;2;10;VILA;IGUAIBI;-40,0367311;-14,63617559;323,688953
;291350710000003;RURAL;29135071000;;291350710;IGUAIBI;2913507;IGUAÍ;VITÓRIA DA CONQUISTA;CENTRO SUL BAIANO;BAHIA;3;00004;POVOADO;PONTO CHIQUE;-39,94650025;-14,56765962;223,442434
;291350710000004;RURAL;29135071000;;291350710;IGUAIBI;2913507;IGUAÍ;VITÓRIA DA CONQUISTA;CENTRO SUL BAIANO;BAHIA;3;00002;POVOADO;PALMEIRINHAS;-39,94566081;-14,62849134;318,077098
;291350710000007;RURAL;29135071000;;291350710;IGUAIBI;2913507;IGUAÍ;VITÓRIA DA CONQUISTA;CENTRO SUL BAIANO;BAHIA;3;00005;POVOADO;IBIPORANGA;-40,06394373;-14,63304523;415,706981
;291350710000009;RURAL;29135071000;;291350710;IGUAIBI;2913507;IGUAÍ;VITÓRIA DA CONQUISTA;CENTRO SUL BAIANO;BAHIA;3;00003;POVOADO;ALTAMIRA;-40,06564236;-14,54132492;377,315345
;291350710000011;RURAL;29135071000;;291350710;IGUAIBI;2913507;IGUAÍ;VITÓRIA DA CONQUISTA;CENTRO SUL BAIANO;BAHIA;4;00006;PROJETO DE ASSENTAMENTO;AGROVILA DO PA MARCHA BRASIL;-39,98323166;-14,61646459;367,340699
;291360605000001;URBANO;29136060500;;291360605;ILHÉUS;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;1;05;CIDADE;ILHÉUS;-39,04318429;-14,79332027;54,213815
;291360605000178;RURAL;29136060500;;291360605;ILHÉUS;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00006;POVOADO;MARIA JAPÉ;-39,07266827;-14,83202258;84,288995
;291360605000190;RURAL;29136060500;;291360605;ILHÉUS;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00029;POVOADO;SÃO JOSÉ;-39,12697582;-14,74299999;33,90001
;291360605000191;RURAL;29136060500;;291360605;ILHÉUS;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;4;00030;PROJETO DE ASSENTAMENTO;AGROVILA DO PA JOÃO AMAZONAS;-39,21105944;-14,65811479;38,551737
;291360610000001;URBANO;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;10;VILA;ARITAGUÁ;-39,07674958;-14,69115;23,196363
;291360610000002;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00007;POVOADO;SAMBAITUBA;-39,10363028;-14,65619579;8,028037
;291360610000004;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00003;POVOADO;URUCUTUCA;-39,12107871;-14,65845898;7,466544
;291360610000009;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00009;POVOADO;PONTA DO RAMO;-39,03845621;-14,53136822;11,927489
;291360610000010;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00010;POVOADO;RETIRO;-39,07982543;-14,58619353;119,481529
;291360610000012;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00011;POVOADO;BARRA DO MAMOAN;-39,05359525;-14,58194037;5,846158
;291360610000013;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00012;POVOADO;PONTA DA TULHA;-39,05662393;-14,59508262;5,669707
;291360610000014;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00013;POVOADO;JUERAMA;-39,07345994;-14,66856264;11
;291360610000015;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00014;POVOADO;CAROBEIRA;-39,08673231;-14,69763847;94,493621
;291360610000017;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00018;POVOADO;LAGOA ENCANTADA;-39,14195083;-14,6216;7,998996
;291360610000019;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00020;POVOADO;LOTEAMENTO PARAÍSO ATLÂNTICO;-39,06651032;-14,62585978;6,488093
;291360610000020;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00019;POVOADO;LOTEAMENTO BARRA MARES;-39,06444526;-14,61777396;6,142873
;291360610000021;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00021;POVOADO;CONDOMÍNIO VERDES MARES;-39,06065351;-14,61399785;6,071326
;291360610000022;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00022;POVOADO;LOTEAMENTO BOM JESUS;-39,05176153;-14,57241225;5,686619
;291360610000023;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00023;POVOADO;LOTEAMENTO PRAIA DOS COQUEIROS;-39,04604518;-14,56205614;7,991429
;291360610000024;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00024;POVOADO;LOTEAMENTO PRAIA DE ILHÉUS;-39,04493638;-14,55655396;7,151328
;291360610000025;RURAL;29136061000;;291360610;ARITAGUÁ;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00025;POVOADO;QUEIMADAS;-39,04728543;-14,52579998;14,297512
;291360615000001;URBANO;29136061500;;291360615;BANCO CENTRAL;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;15;VILA;BANCO CENTRAL;-39,40162251;-14,45299683;109,734762
;291360625000001;URBANO;29136062500;;291360625;CASTELO NOVO;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;25;VILA;CASTELO NOVO;-39,18919949;-14,65509976;45,19583
;291360630000001;URBANO;29136063000;;291360630;COUTOS;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;30;VILA;COUTOS;-39,05225257;-14,87147534;68,773704
;291360630000002;RURAL;29136063000;;291360630;COUTOS;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00015;POVOADO;SANTO ANTÔNIO;-39,09162308;-14,8867;103,31513
;291360630000004;RURAL;29136063000;;291360630;COUTOS;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00016;POVOADO;RIO DO ENGENHO;-39,06797813;-14,85325003;47,126821
;291360635000001;URBANO;29136063500;;291360635;INEMA;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;35;VILA;INEMA;-39,47396238;-14,50276998;222,063032
;291360640000001;URBANO;29136064000;;291360640;JAPU;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;40;VILA;JAPU;-39,17264513;-14,89999588;59,803629
;291360640000006;RURAL;29136064000;;291360640;JAPU;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00027;POVOADO;VILA CERRADO;-39,21612491;-14,87683691;180,943947
;291360645000001;URBANO;29136064500;;291360645;OLIVENÇA;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;45;VILA;OLIVENÇA;-39,01284661;-14,94867196;40,141287
;291360645000018;RURAL;29136064500;;291360645;OLIVENÇA;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00026;POVOADO;CONDOMÍNIO ÁGUAS DE OLIVENÇA;-38,99872685;-15,0083033;8,525491
;291360645000021;RURAL;29136064500;;291360645;OLIVENÇA;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;5;00028;ALDEIA INDÍGENA;ALDEIA INDÍGENA TUPINAMBÁ;-39,00112058;-15,00083306;34,035697
;291360650000001;URBANO;29136065000;;291360650;PIMENTEIRA;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;50;VILA;PIMENTEIRA;-39,44147549;-14,56829999;206,340556
;291360655000001;URBANO;29136065500;;291360655;RIO DO BRAÇO;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;2;55;VILA;RIO DO BRAÇO;-39,26373078;-14,6792;49,73182
;291360655000004;RURAL;29136065500;;291360655;RIO DO BRAÇO;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00005;POVOADO;BANCO DO PEDRO;-39,26689809;-14,65379869;51,896137
;291360655000008;RURAL;29136065500;;291360655;RIO DO BRAÇO;2913606;ILHÉUS;ILHÉUS-ITABUNA;SUL BAIANO;BAHIA;3;00017;POVOADO;VILA OLÍMPIO;-39,14785358;-14,63497573;7,467187
;291370505000001;URBANO;29137050500;;291370505;INHAMBUPE;2913705;INHAMBUPE;ALAGOINHAS;NORDESTE BAIANO;BAHIA;1;05;CIDADE;INHAMBUPE;-38,35401927;-11,78912746;173,2011
;291370505000020;RURAL;29137050500;;291370505;INHAMBUPE;2913705;INHAMBUPE;ALAGOINHAS;NORDESTE BAIANO;BAHIA;3;00002;POVOADO;CAJALÂNDIA;-38,48743833;-11,79321162;201,777169
;291370505000029;RURAL;29137050500;;291370505;INHAMBUPE;2913705;INHAMBUPE;ALAGOINHAS;NORDESTE BAIANO;BAHIA;3;00001;POVOADO;BAIXA GRANDE;-38,21919645;-11,91376804;189,96675
;291370505000030;RURAL;29137050500;;291370505;INHAMBUPE;2913705;INHAMBUPE;ALAGOINHAS;NORDESTE BAIANO;BAHIA;3;00003;POVOADO;FORMOSO;-38,29226741;-11,71756505;242,906796
;291370505000031;RURAL;29137050500;;291370505;INHAMBUPE;2913705;INHAMBUPE;ALAGOINHAS;NORDESTE BAIANO;BAHIA;3;00004;POVOADO;ENTRONCAMENTO DE SÁTIRO DIAS;-38,31550671;-11,68556708;278,825074
;291370505000032;RURAL;29137050500;;291370505;INHAMBUPE;2913705;INHAMBUPE;ALAGOINHAS;NORDESTE BAIANO;BAHIA;3;00005;POVOADO;LAGOA;-38,27248146;-11,89815511;200,614453
;291370505000033;RURAL;29137050500;;291370505;INHAMBUPE;2913705;INHAMBUPE;ALAGOINHAS;NORDESTE BAIANO;BAHIA;3;00006;POVOADO;COLÔNIA ROBERTO SANTOS;-38,34815041;-11,62212725;263,318417
;291370505000034;RURAL;29137050500;;291370505;INHAMBUPE;2913705;INHAMBUPE;ALAGOINHAS;NORDESTE BAIANO;BAHIA;3;00007;POVOADO;LAGOA BRANCA;-38,37163164;-11,62104668;249,623767
